sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184331974,-1,5/14/2023 5:44,STGAutoWebSurveyor,2000001515,64B539BG,00:15:25,5/14/2023 6:00,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,5/14/2023 5:44,5/14/2023 6:00,N/A,-1,2,8,1,2000001515,1,37,1,,1,7,8,5,6,,,,,,,,,,,,,,,,,,,2,7,7,1,3,2,1,1,,,,,,,,5,5,4,,,5,3,2,1,1,1,5/14/2023 3:20,2,,,,,,,,,,,3,1,3,1,3,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,5,4,3,3,3,1,1,1,3,5,5,4,2,4,1,5/14/2023 3:24,4,4,3,2,3,1,3,5,4,1,,1,3,4,5,5,5,3,1,2,1,2,2,,,,,,,,,,,1,1,2,1,1,2,2,3,20,,,1,2,2,,1,,5,30,3,4,5,,1,2,,,1,1,1,1,2,,,2,2,,1,2,4,1,1,,,,,,,,,,,,2,3,5,,,,,2,2,6,,,,,,,,,,,,1,15.416667,0,0,0,0,1,1,1,1,0,0,0,0,0,0,7,3,0,3,1,1617,0.094176108,1,20, ,1,Smartphone,1,4,5,1,2,13,3,7,TX,3,7,1,1,1,1,1,4,0,0,1,1,2,,,,,,2,4,4,,,,,3
184331983,-1,5/14/2023 5:45,STGAutoWebSurveyor,2000001523,64B539BG,00:09:11,5/14/2023 5:54,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/14/2023 5:45,5/14/2023 5:54,N/A,-1,2,8,3,2000001523,1,23,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,2,99,,,,,,,,,,,,1,1,9,9,9,9,5/14/2023 3:17,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,2,99,3,3,3,4,99,,3,5/14/2023 3:19,1,3,4,4,3,3,4,1,3,1,,1,3,3,4,2,3,3,3,3,3,3,3,,,,,,,,,,,2,2,2,2,2,2,2,,,,,1,2,2,,6,1,1,22,3,3,3,,1,3,,,0,0,,1,2,,,2,2,,1,2,1,4,,,,,,,,,,,,,1,,,,,,,5,,3,,,,,,,,,,,,1,9.2166662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,0,1,0,1625,1.621145192,1,20, ,1,Smartphone,1,2,2,5,4,1,1,1,PA,1,2,1,1,2,3,4,5,0,0,0,0,5,0,0,0,0,1,0,4,5,,,,,3
184331999,-1,5/14/2023 5:46,STGAutoWebSurveyor,2000001525,64B539BG,00:15:02,5/14/2023 6:02,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:46,5/14/2023 6:01,N/A,-1,2,8,1,2000001525,1,29,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,8,8,,1,,,1,7,5,98,,,,,1,3,2,,,1,5,9,2,2,2,5/14/2023 3:20,2,,,,,,,,,,,1,2,2,2,3,2,2,1,3,1,,,,,,,,,,,,,,,,,,,,,3,5,3,4,4,1,2,1,5,2,2,4,7,,2,5/14/2023 3:23,3,3,3,4,3,4,4,2,3,4,,1,5,5,5,4,3,3,1,1,2,2,1,,,,,,,,,,,2,2,2,2,2,2,2,0,20,,,2,2,3,,1,,3,30,4,2,1,,1,3,,,2,2,1,1,2,,,2,2,,2,,3,1,11,,,,,,,,,,,Government clerical work,3,,,,,,,2,4,3,,,,,,,,,,,,3,15.066667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,2,0,1627,1.323244108,1,20, ,1,Smartphone,1,1,3,1,1,7,2,4,TN,3,6,0,1,1,1,4,6,1,1,2,0,2,1,1,,0,1,4,4,6,11,,,,3
184332139,-1,5/14/2023 5:48,STGAutoWebSurveyor,2000001526,64B539BG,00:09:54,5/14/2023 5:58,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/14/2023 5:48,5/14/2023 5:58,N/A,-1,2,8,3,2000001526,1,26,1,,1,8,1,,,,,,,,,,,,,,,,,,,,,,8,8,,1,,,2,7,,,,,,,5,5,,,,1,4,4,3,3,3,5/14/2023 3:21,1,1,2,1,1,3,2,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,3,1,1,4,4,5,3,3,,2,5/14/2023 3:24,3,3,1,5,1,1,4,1,2,1,,1,3,3,4,2,3,3,3,2,2,1,3,,,,,,,,,,,1,1,1,1,97,97,97,65,75,,,1,1,6,,6,2,,,4,1,4,,1,4,,,0,0,,3,,,,,,2,1,3,1,4,,,,,,,,,,,,,1,,,,,,,5,2,3,,,,,,,,,,,,3,9.916667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,3,0,1628,2.011248524,1,20, ,1,Smartphone,1,1,2,5,4,12,3,7,TX,3,7,1,1,1,1,4,6,1,1,0,0,5,0,1,,0,0,0,2,7,,,,,3
184332146,-1,5/14/2023 5:49,STGAutoWebSurveyor,2000001528,64B539BG,00:22:47,5/14/2023 6:12,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:49,5/14/2023 6:12,N/A,-1,2,8,1,2000001528,1,57,1,,1,6,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,1,99,,,,,,,,,,,4,1,,9,9,2,2,5/14/2023 3:24,1,1,3,2,3,1,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,1,1,99,4,3,4,5,7,,1,5/14/2023 3:31,1,1,4,3,3,4,4,2,4,5,,1,3,3,5,3,5,4,1,1,1,1,1,,,,,,,,,,,97,97,97,97,97,2,2,0,0,,,1,3,2,,1,,5,51,4,1,1,,1,,,3,2,3,1,1,2,,,2,3,,2,,1,1,6,,,,,,,,,,,,2,,,,,,,5,1,3,,,,,,,,,,,,2,22.783333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,2,0,1630,1.193033317,1,20, ,1,Smartphone,1,1,4,1,1,10,2,6,MI,2,3,1,1,1,1,4,6,0,0,0,1,5,0,0,0,0,1,5,5,6,,,,,3
184332147,-1,5/14/2023 5:49,STGAutoWebSurveyor,8463169,64B539BG,00:12:24,5/14/2023 6:01,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:49,5/14/2023 6:01,N/A,-1,2,8,1,8463169,1,60,1,,1,6,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,2,7,,,,,,,5,,,,3,1,,4,3,1,1,5/14/2023 3:23,1,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,1,99,3,3,3,3,99,,3,5/14/2023 3:25,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,3,2,2,3,,,,,,,,,,,1,97,1,1,1,97,1,,,,,1,2,5,,1,,5,55,3,1,3,,1,,,3,3,4,2,97,,,,,,,3,,3,1,2,,,,,,,,,,,Owner of a roofing company ,1,,,,,,,1,0,3,,,,,,,,,,,,3,12.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,1,0,18132,0.899343282,1,1,17200,1,Smartphone,1,1,1,1,2,12,3,7,MI,2,3,0,1,1,1,4,3,0,0,0,1,2,0,1,0,0,0,7,0,1,2,,,,3
184332183,-1,5/14/2023 5:51,STGAutoWebSurveyor,4929333,64B539BG,00:16:41,5/14/2023 6:08,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-6,,,,5/14/2023 5:51,5/14/2023 6:08,N/A,-1,2,8,1,4929333,1,40,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,3,2,8,,,,,,,5,2,,,,3,3,9,1,2,9,5/14/2023 3:26,1,2,1,2,1,1,1,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,1,1,3,3,3,4,5,5,1,5/14/2023 3:30,4,4,1,1,3,2,1,3,1,1,,1,3,2,4,3,2,2,2,2,1,1,2,,,,,,,,,,,1,1,1,1,1,2,2,20,25,,,2,2,2,,6,1,3,36,3,2,4,,1,3,,,0,0,,97,,,,,,,3,,1,1,5,7,,,,,,,,,,,2,,,,,,,2,0,99,,,,,,,,,,,,2,16.700001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,2,1,12747,0.575575044,1,1, ,1,Smartphone,1,1,3,5,3,4,1,2,ID,4,8,1,1,1,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,2,,,,,3
184332184,-1,5/14/2023 5:51,STGAutoWebSurveyor,2000001531,64B539BG,00:09:14,5/14/2023 6:00,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-5,,,,5/14/2023 5:51,5/14/2023 6:00,N/A,-1,2,8,3,2000001531,1,26,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,2,7,98,,,,,,3,,,,,1,3,2,2,1,2,5/14/2023 3:24,1,1,1,3,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,3,1,2,2,3,1,3,5,4,,3,5/14/2023 3:26,4,3,4,5,3,4,4,5,3,3,,1,3,4,5,3,5,1,3,1,3,3,2,,,,,,,,,,,1,2,2,1,1,2,2,20,25,,,1,3,5,,6,1,1,25,3,2,5,,1,1,,,1,0,1,1,,,,3,,,1,4,1,1,13,,,,,,,,,,,Automotive Service Technician ,5,,,,,,,2,2,3,,,,,,,,,,,,3,9.2333336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,3,0,1633,0.50739999,1,20, ,1,Smartphone,1,1,2,5,2,4,1,2,AL,3,6,1,1,1,4,4,3,0,1,1,0,1,0,1,0,0,1,1,3,4,13,,,,3
184332210,-1,5/14/2023 5:52,STGAutoWebSurveyor,2000001533,64B539BG,00:05:30,5/14/2023 5:57,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/14/2023 5:52,5/14/2023 5:57,N/A,-1,2,8,3,2000001533,1,24,1,,1,7,10,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,1,8,5,,,,,,5,5,3,,,5,4,4,1,1,1,5/14/2023 3:23,1,1,1,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,4,3,1,1,2,4,5,4,3,4,4,2,5/14/2023 3:24,4,5,1,4,4,5,3,3,5,5,,1,2,3,4,3,3,2,2,2,1,2,2,,,,,,,,,,,2,2,2,2,1,2,1,100,101,,,2,3,4,,6,2,,,3,5,4,,1,3,,,,,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,3,,,,,,,2,,3,,,,,,,,,,,,1,5.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,3,1,1635,1.520346855,1,20, ,1,Smartphone,1,2,2,5,1,8,2,4,TN,3,6,1,1,1,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,2,,,,,3
184332222,-1,5/14/2023 5:52,STGAutoWebSurveyor,2000001530,64B539BG,00:11:15,5/14/2023 6:04,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/14/2023 5:52,5/14/2023 6:04,N/A,-1,2,8,1,2000001530,1,31,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,3,7,8,,,,,,4,4,,,3,2,2,9,9,9,9,5/14/2023 3:25,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,1,99,3,3,3,3,99,,2,5/14/2023 3:28,3,3,3,3,3,3,3,3,3,3,,1,3,3,4,3,3,3,3,3,3,3,3,,,,,,,,,,,2,2,2,2,2,2,2,,,,,1,1,1,,2,,3,32,3,2,2,,1,3,,,0,2,1,1,2,,,3,3,,1,1,2,5,,,,,,,,,,,,,3,,,,,,,2,2,8,,,,,,,,,,,,1,11.266666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1632,2.345524068,1,20, ,1,Smartphone,1,3,2,5,7,6,1,3,MN,2,4,1,1,2,3,4,4,0,0,1,1,2,0,1,1,0,0,2,6,4,,,,,3
184332224,-1,5/14/2023 5:53,STGAutoWebSurveyor,2000001534,64B539BG,00:19:39,5/14/2023 6:12,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:53,5/14/2023 6:12,N/A,-1,2,8,1,2000001534,1,58,1,,5,7,8,1,,,,,,,,,,,,,,,,,,,,,1,1,2,4,,3,3,99,,,,,,,4,4,,,5,3,4,2,2,1,9,5/14/2023 3:28,1,1,1,1,1,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,2,1,1,3,4,4,4,2,3,1,5/14/2023 3:35,4,3,3,3,3,3,4,2,2,2,,1,3,3,4,3,2,2,3,2,2,2,3,,,,,,,,,,,1,1,1,1,1,1,2,30,60,,,1,2,2,,2,,4,34,4,2,4,,1,1,,,2,2,2,97,,,,,,,3,,2,1,6,,,,,,,,,,,,2,,,,,,,2,0,2,,,,,,,,,,,,3,19.666666,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,1,3,0,1636,0.284416197,1,20, ,1,Smartphone,1,1,5,3,1,18,4,9,NJ,1,2,1,1,1,1,4,2,0,0,0,0,2,0,0,,0,1,4,0,2,,,,,3
184332260,-1,5/14/2023 5:54,STGAutoWebSurveyor,2000001539,64B539BG,00:08:20,5/14/2023 6:02,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-5,,,,5/14/2023 5:54,5/14/2023 6:02,N/A,-1,2,8,3,2000001539,1,32,1,,1,9,,,,,,,,,,,,,,,,,,,,,3,,9,9,,,,,2,7,,,,,,,4,,,5,,,5,4,1,3,2,5/14/2023 3:25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,3,4,5,5,3,5,3,2,1,3,4,3,4,5,,1,5/14/2023 3:29,5,5,2,2,1,2,2,1,1,2,,1,1,2,5,2,2,3,3,3,2,3,3,,,,,,,,,,,2,1,1,1,1,2,2,15,35,,,1,1,2,,1,,5,32,5,1,4,,1,,3,,0,3,1,97,,,,,,,3,,3,1,7,,,,,,,,,,,,2,,,,,,,2,3,3,,,,,,,,,,,,3,8.333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,2,0,1641,0.555816737,1,20, ,1,Smartphone,1,1,4,1,1,12,3,7,MO,2,4,0,1,1,1,4,5,0,1,2,0,2,0,1,0,0,0,3,0,5,,,,,3
184332276,-1,5/14/2023 5:55,STGAutoWebSurveyor,2000001542,64B539BG,00:26:46,5/14/2023 6:22,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:55,5/14/2023 6:22,N/A,-1,2,8,1,2000001542,1,19,1,,1,98,,,,,,,,,,,,,,,,,,,,,,,98,98,,,,,1,98,,,,,,,,,,,4,3,5,9,9,9,9,5/14/2023 3:28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,2,2,1,2,5,4,4,4,3,2,2,4,2,3,4,5,,2,5/14/2023 3:48,3,3,2,2,2,2,2,2,2,2,,1,3,2,5,3,3,3,3,2,1,1,1,,,,,,,,,,,1,1,1,1,2,1,2,20,60,,,1,1,6,,6,1,3,18,4,2,3,,1,3,,,0,0,,97,,,,,,,3,,1,5,,,,,,,,,,,,,3,,,,,,,4,0,98,,,,,,,,,,,Satanism (Church of Satan),2,26.783333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,1,0,2,0,1644,3.176409728,1,20, ,1,Smartphone,1,5,3,5,7,7,2,4,ME,1,1,0,1,1,3,2,4,0,0,0,0,4,0,0,0,0,1,0,0,4,,,,,3
184332283,-1,5/14/2023 5:56,STGAutoWebSurveyor,2000001544,64B539BG,00:12:13,5/14/2023 6:08,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:56,5/14/2023 6:08,N/A,-1,2,8,1,2000001544,1,35,1,,1,98,,,,,,,,,,,,,,,,,,,,,,,98,98,,,,,4,99,,,,,,,,,,,5,2,4,2,3,2,2,5/14/2023 3:29,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,2,1,99,3,3,3,3,7,,3,5/14/2023 3:32,1,1,5,1,3,3,3,3,3,3,,1,5,3,5,3,3,3,3,3,1,3,1,,,,,,,,,,,97,1,2,97,97,97,2,10,50,,,2,2,1,,6,1,2,32,5,1,1,,1,3,,,0,0,,97,,,,,,,3,,1,4,,,,,,,,,,,,,3,5,,,,,,1,0,2,,,,,,,,,,,,3,12.216666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,3,0,2,0,1646,0.427614911,1,20, ,1,Smartphone,1,4,3,5,4,4,1,2,NC,3,5,0,1,2,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,,,,,3
184332307,-1,5/14/2023 5:57,STGAutoWebSurveyor,2000001540,64B539BG,00:11:28,5/14/2023 6:08,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:57,5/14/2023 6:08,N/A,-1,2,8,1,2000001540,1,33,1,,3,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,97,1,8,,,,,,,4,5,,,,5,4,2,2,1,2,5/14/2023 3:30,3,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,1,2,1,,,,,,,,,,,4,4,4,4,4,1,2,2,4,4,4,4,5,4,2,5/14/2023 3:33,3,4,4,4,4,4,4,4,4,4,,1,4,4,4,4,4,4,1,2,1,1,2,,,,,,,,,,,1,1,1,2,1,1,1,100,1100,,,2,2,3,,6,1,4,18,4,4,4,,1,3,,,0,0,,97,,,,,,,3,,3,4,,,,,,,,,,,,,3,,,,,,,1,0,6,,,,,,,,,,,,1,11.483334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,2,1,1642,0.954967948,1,20, ,1,Smartphone,1,4,2,5,3,7,2,4,NJ,1,2,1,1,2,1,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,,,,,3
184332330,-1,5/14/2023 5:58,STGAutoWebSurveyor,2000001548,64B539BG,00:41:03,5/14/2023 6:39,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:58,5/14/2023 6:39,N/A,-1,2,8,1,2000001548,1,20,1,,4,8,,,,,,,,,,,,,,,,,,,,,,,8,8,,1,,,1,7,5,,,,,,2,5,3,,,5,2,1,1,1,3,5/14/2023 3:47,3,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,2,1,1,1,,,,,,,,,,,4,4,5,4,4,1,1,1,4,4,3,4,3,,1,5/14/2023 3:52,4,4,4,4,4,4,4,1,2,3,,1,2,2,5,2,2,2,2,2,2,1,2,,,,,,,,,,,2,2,1,1,1,2,2,20,75,,,2,3,1,,2,,2,22,5,4,4,,1,3,,,1,1,2,3,,,,,,2,2,,2,1,9,,,,,,,,,,,,2,,,,,,,2,,8,,,,,,,,,,,,2,41.049999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,1,3,0,1650,1.279520932,1,20, ,1,Smartphone,1,2,4,1,1,12,3,7,GA,3,5,1,1,1,1,2,2,0,0,0,0,2,1,1,,0,0,2,2,2,,,,,3
184332333,-1,5/14/2023 5:58,STGAutoWebSurveyor,2000001547,64B539BG,00:14:06,5/14/2023 6:12,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:58,5/14/2023 6:12,N/A,-1,2,8,1,2000001547,1,52,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,99,,,,,,,5,,,,,1,4,9,9,9,9,5/14/2023 3:31,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,2,2,99,3,3,3,2,99,,3,5/14/2023 3:37,1,3,3,2,3,4,4,3,2,3,,1,3,3,4,3,3,3,3,3,3,3,3,,,,,,,,,,,1,97,97,1,1,2,97,,,,,2,3,4,,1,,5,58,5,3,3,,1,3,,,1,1,1,1,2,,,1,1,,2,,1,7,,,,,,,,,,,,,2,,,,,,,3,0,99,,,,,,,,,,,,2,14.116667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0,1,1,1649,1.09461131,1,20, ,1,Smartphone,1,1,4,1,5,12,3,7,NY,1,2,1,1,1,1,4,3,0,0,0,0,3,0,0,0,0,1,2,2,3,,,,,3
184332522,-1,5/14/2023 6:03,STGAutoWebSurveyor,2000001554,64B539BG,00:15:30,5/14/2023 6:18,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 6:03,5/14/2023 6:18,N/A,-1,2,8,1,2000001554,1,60,1,,3,7,8,1,,,,,,,,,,,,,,,,,,,,,7,7,2,4,,3,1,99,,,,,,,3,2,,,,1,3,1,1,2,2,5/14/2023 3:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,4,99,,3,5/14/2023 3:41,3,3,3,3,3,3,4,3,2,3,,1,3,4,5,3,4,4,2,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,2,,,,,1,2,6,,1,,5,57,4,1,3,,1,4,,,1,2,1,97,,,,,,,3,,2,1,9,,,,,,,,,,,,2,,,,,,,4,1,3,,,,,,,,,,,,2,15.516666,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,4,1,1,1,1656,0.939773008,1,20, ,1,Smartphone,1,1,3,1,1,12,3,7,NC,3,5,1,1,1,1,4,5,0,1,0,0,4,0,0,,0,1,3,0,5,,,,,3
184332551,-1,5/14/2023 6:04,STGAutoWebSurveyor,2000001555,64B539BG,00:13:20,5/14/2023 6:17,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,5/14/2023 6:04,5/14/2023 6:17,N/A,-1,2,8,1,2000001555,1,30,1,,1,6,,,,,,,,,,,,,,,,,,,,,,2,6,6,,,,,1,7,8,,,,,,4,5,,,3,4,,4,1,2,2,5/14/2023 3:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,1,3,2,3,3,3,4,4,2,4,4,3,1,1,2,3,4,4,5,,2,5/14/2023 3:42,4,4,2,2,2,3,3,2,2,2,,1,3,3,5,3,3,4,2,1,1,1,1,,,,,,,,,,,1,1,1,1,1,2,97,50,100,,,2,1,2,,2,,4,28,2,2,3,,1,,,4,1,2,1,1,2,,,1,2,,2,,4,1,7,,,,,,,,,,,,2,,,,,,,1,3,97,,,,,,,,,,,,2,13.333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,2,0,1657,0.645501143,1,20, ,1,Smartphone,1,1,2,5,1,11,3,6,PA,1,2,1,1,2,1,4,5,1,1,1,0,2,0,1,1,0,0,3,3,4,,,,,3
