sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
166511440,-1,4/19/2022 4:04,VN.089,PC_Subject,,00:18:52,00:15:10,1.32.557.20849 PC,4/19/2022 4:23,"All steps are completed: PSUID=3174, HHID=215",,1,92,0,,7,,,,4/19/2022 4:04,4/19/2022 4:23,N/A,-1,Vietnam,3174,rural,Yes,,No,215,Vietnamese,Yes,20,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,,,,Might or might not,Probably,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A little,A moderate amount,,,,,,,Never married,1 to 2 years,I usually decide,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166511474,-1,4/19/2022 3:54,VN.123,PC_Subject,,00:30:25,00:13:26,1.32.557.20849 PC,4/19/2022 4:25,"All steps are completed: PSUID=3273, HHID=129",,1,92,0,,7,,,,4/19/2022 3:54,4/19/2022 4:25,N/A,-1,Vietnam,3273,rural,Yes,,No,129,Vietnamese,Yes,20,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Would be ok either way,,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,,,,STI and HIV protection is a must-have,,No change,No difference,No difference,No difference,No difference,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A lot,A lot,,,,,,,Never married,3 to 5 years,We decide equally,,,0,0,Undecided,,,,,,,Undecided: E07=97,,Never,Not in past year,Diploma/Certificate,,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166512044,-1,4/19/2022 4:26,VN.089,PC_Subject,,00:21:18,00:16:03,1.32.557.20849 PC,4/19/2022 4:47,"All steps are completed: PSUID=3176, HHID=194",,1,92,0,,7,,,,4/19/2022 4:26,4/19/2022 4:47,N/A,-1,Vietnam,3176,rural,Yes,,No,194,Vietnamese,Yes,30,Daily pill,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Not often,,,"Want to avoid pregnancy, but would be ok if it happened",Weight gain,Headache,Regular periods,Heavier periods,,,,,,,,,,,,,,Neutral,,,,Probably not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat less involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A little,A moderate amount,,,,50000,,,Married,6 - 9 years,I usually decide,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
166512279,-1,4/19/2022 4:28,VN.143,PC_Subject,,00:18:24,00:15:16,1.32.557.20849 PC,4/19/2022 4:56,"All steps are completed: PSUID=3281, HHID=111",,1,92,0,,7,,,,4/19/2022 4:28,4/19/2022 4:46,N/A,-1,Vietnam,3281,rural,Yes,,No,111,Vietnamese,Yes,31,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,Regular periods,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably not,Definitely not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Bad thing,Good thing,Good thing,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A little,,,,65000,,,Married,6 - 9 years,We decide equally,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,1,3 times in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166513003,-1,4/19/2022 5:12,VN.099,Android_Subject,,00:15:19,00:14:51,1.32.543.19 AN,4/19/2022 5:27,"All steps are completed: PSUID=3166, HHID=158",,1,92,0,,7,,,,4/19/2022 5:12,4/19/2022 5:27,N/A,-1,Vietnam,3166,urban,Yes,,No,195,Vietnamese,Yes,37,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,Most of the time,"Want to avoid pregnancy, but would be ok if it happened",Sore breasts,Regular periods,Mood Swings,More acne,Vaginal dryness,"Others, specify:",,,,,,,,,,,21,,,Neutral,,Definitely not,Definitely not,4 to 6 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A lot,A lot,,,,50000,,,Married,10+ years,I always decide,,,2,0,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,In the next 1 to 2 years,2,1 time in past year,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166513226,-1,4/19/2022 5:16,VN.121,PC_Subject,,00:19:15,00:18:23,1.32.557.20849 PC,4/19/2022 5:35,"All steps are completed: PSUID=3259, HHID=209",,1,92,0,,7,,,,4/19/2022 5:16,4/19/2022 5:35,N/A,-1,Vietnam,3259,rural,Yes,,No,209,Vietnamese,Yes,19,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Would be ok either way,,,,,,,,,,,,,,,,,,Neutral,,,,Probably not,Probably not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A lot,A little,,,,,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Never used / not aware of this method,Middle(Year 6 - 9),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166513371,-1,4/19/2022 5:28,VN.099,Android_Subject,,00:14:53,00:13:25,1.32.543.19 AN,4/19/2022 5:43,"All steps are completed: PSUID=3121, HHID=184",,1,92,0,,7,,,,4/19/2022 5:28,4/19/2022 5:43,N/A,-1,Vietnam,3121,urban,Yes,,No,184,Vietnamese,Yes,27,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,,,,,Probably,Probably,4 to 6 months,,,,,,,,,,,,Small problem,Small problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Small problem,Small problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,6 - 9 years,We decide equally,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Middle(Year 6 - 9),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
166515786,-1,4/19/2022 6:55,VN.123,PC_Subject,,00:21:07,00:15:56,1.32.557.20849 PC,4/19/2022 7:16,"All steps are completed: PSUID=3121, HHID=174",,1,92,0,,7,,,,4/19/2022 6:55,4/19/2022 7:16,N/A,-1,Vietnam,3121,urban,Yes,,No,174,Vietnamese,Yes,32,Daily pill,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,Want to avoid pregnancy at all costs,Lighter periods,Mood Swings,Lower sex drive or interest,,,,,,,,,,,,,,,Neutral,,,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Small problem,Not a problem at all,Big problem,Small problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,65000,,,Married,1 to 2 years,I always decide,,,1,1,Either:,,,,,,2,Don't want more: E05≥ E07,,Never,2 times in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
166517830,-1,4/19/2022 8:04,VN.015,PC_Subject,,00:17:03,00:14:50,1.32.347.24487 PC,4/19/2022 8:21,"All steps are completed: PSUID=3128, HHID=285",,1,92,0,,7,,,,4/19/2022 8:04,4/19/2022 8:21,N/A,-1,Vietnam,3128,urban,Yes,,No,285,Vietnamese,Yes,49,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,A little,A little,A little,,,,,,,Married,10+ years,I always decide,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166518599,-1,4/19/2022 8:21,VN.015,PC_Subject,,00:21:21,00:17:40,1.32.347.24487 PC,4/19/2022 8:43,"All steps are completed: PSUID=3151, HHID=234",,1,92,0,,7,,,,4/19/2022 8:21,4/19/2022 8:43,N/A,-1,Vietnam,3151,urban,Yes,,No,241,Vietnamese,Yes,40,Having sex only on safe days / counting days,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,Not often,,Most of the time,Want to avoid pregnancy at all costs,Sore breasts,Regular periods,Less acne/Better skin,,,,,,,,,,,,,,,Neutral,,Very Satisfied,,Might or might not,Probably not,1 to 3 months,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Small problem,Not a problem at all,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,A moderate amount,A moderate amount,A little,,,,40000,,,Married,10+ years,I always decide,,,2,1,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
166519620,-1,4/19/2022 8:46,VN.089,Android_Subject,,00:15:58,00:15:06,1.32.557.681 AN,4/19/2022 9:03,"All steps are completed: PSUID=3265, HHID=162",,1,92,0,,7,,,,4/19/2022 8:46,4/19/2022 9:02,N/A,-1,Vietnam,3265,rural,Yes,,No,162,Vietnamese,Yes,35,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,Most of the time,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,,Neutral,,,Definitely not,Definitely,Use right away,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,10+ years,I usually decide,,,2,1,Sons:,Daughters:,,,3,3,,More kids: E05 <E07,Want to wait longer than 10 years,Never,Never used / not aware of this method,Middle(Year 6 - 9),,Throughout the year,"Agricultural (farming, livestock, fishing)",,,,,,,97,,,,,,,,,,,98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
166519629,-1,4/19/2022 8:44,VN.015,PC_Subject,,00:19:14,00:15:27,1.32.347.24487 PC,4/19/2022 9:04,"All steps are completed: PSUID=3191, HHID=171",,1,92,0,,7,,,,4/19/2022 8:44,4/19/2022 9:04,N/A,-1,Vietnam,3191,rural,Yes,,No,171,Vietnamese,Yes,36,Having sex only on safe days / counting days,Male condom,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,Rarely,,Most of the time,Want to avoid pregnancy at all costs,Regular periods,Less acne/Better skin,,,,,,,,,,,,,,,,Neutral,,Satisfied,,Might or might not,Definitely,4 to 6 months,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Small problem,Small problem,Small problem,Big problem,Small problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,60000,,,Married,6 - 9 years,I always decide,,,1,2,Sons:,Daughters:,,,1,2,,Don't want more: E05≥ E07,,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166520166,-1,4/19/2022 9:00,VN.086,Android_Subject,,00:17:50,00:17:50,1.32.564.283 AN,4/19/2022 9:18,"All steps are completed: PSUID=3268, HHID=127",,1,92,0,,7,,,,4/19/2022 9:00,4/19/2022 9:18,N/A,-1,Vietnam,3268,rural,Yes,,No,127,Vietnamese,Yes,21,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,Use right away,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Diploma/Certificate,,Do not work,,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
166520272,-1,4/19/2022 9:03,VN.089,Android_Subject,,00:15:41,00:12:54,1.32.557.681 AN,4/19/2022 9:21,"All steps are completed: PSUID=3265, HHID=206",,1,92,0,,7,,,,4/19/2022 9:03,4/19/2022 9:19,N/A,-1,Vietnam,3265,rural,Yes,,No,206,Vietnamese,Yes,30,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Would be ok either way,,,,,,,,,,,,,,,,,,,,,,Definitely,Definitely,Within 7 to 12 months,,,,,,,,,,,,Not a problem at all,Small problem,Not a problem at all,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A little,,,,,,,Married,3 to 5 years,We decide equally,,,2,1,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,Never,2 times in past year,Graduate from associate/vocational school,,Do not work,,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,
166521628,-1,4/19/2022 9:20,VN.089,Android_Subject,,00:16:02,00:15:37,1.32.557.681 AN,4/19/2022 9:51,"All steps are completed: PSUID=3267, HHID=244",,1,92,0,,7,,,,4/19/2022 9:20,4/19/2022 9:36,N/A,-1,Vietnam,3267,rural,Yes,,No,244,Vietnamese,Yes,33,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Would be ok either way,,,,,,,,,,,,,,,,,,,,,,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,,,,Married,10+ years,I always decide,,,2,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,2,3 times in past year,Middle(Year 6 - 9),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
